UIDClient,UIDStoreLocation,Gender,DateJoined,DaysSinceJoined,MembershipType,MembershipLevel,Age,UVTans,SunlessTans,UpgradeRevenue,RetailRevenue
050048,0001,0,8/2/2009,1917,1,1,57,16,0,12,102.85
050411,0001,0,2/19/2005,3542,1,4,34,52,17,45,28.85
050428,0001,0,2/5/2011,1365,1,1,35,10,1,0,7.37
051277,0001,0,1/3/2010,1763,1,3,31,27,2,0,131.95
051287,0001,0,4/26/2012,919,1,4,35,1,4,8,33.45
051373,0001,0,11/7/2011,1090,1,2,21,45,14,35,487.90
051469,0001,1,3/21/2007,2782,1,1,23,60,0,8,203.50
051811,0001,0,8/20/2011,1169,1,2,20,31,0,22,51.53
051817,0001,0,12/8/2012,693,1,1,19,11,1,0,0.00
052540,0001,0,9/9/2007,2610,1,1,23,79,0,10,88.44
052762,0001,1,6/30/2012,854,1,1,45,55,0,0,32.15
052990,0001,0,2/26/2007,2805,1,2,48,38,0,0,0.00
053255,0001,0,5/12/2008,2364,1,4,41,1,1,0,28.43
053341,0001,0,11/17/2011,1080,1,4,32,22,19,10,291.17
053627,0001,0,4/25/2007,2747,1,1,20,94,1,0,181.76
053639,0001,0,4/3/2007,2769,1,4,60,32,0,0,182.07
053853,0001,0,5/7/2007,2735,1,2,24,148,34,12,107.51
053945,0001,1,5/23/2010,1623,1,4,71,6,41,0,0.00
054058,0001,0,3/11/2007,2792,1,3,40,80,0,15,184.75
054118,0001,0,11/2/2012,729,1,1,28,33,0,0,43.32
054168,0001,0,4/23/2001,4940,1,1,54,47,12,45,173.94
054760,0001,0,6/5/2009,1975,1,1,47,58,0,71,145.41
055064,0001,0,3/2/2011,1340,1,3,22,41,1,12,28.27
055381,0001,0,5/31/2011,1250,1,4,61,0,2,0,100.37
055453,0001,0,3/18/2012,958,1,1,18,40,0,0,50.38
055479,0001,0,4/29/2011,1282,1,1,21,3,2,0,78.25
055545,0001,0,3/30/2012,946,1,1,59,66,0,10,235.21
055725,0001,0,5/20/2007,2722,1,3,52,8,2,15,19.99
055916,0001,1,3/21/2007,2782,1,1,41,11,0,0,3.39
056094,0001,1,1/20/2012,1016,1,1,17,12,1,0,52.17
056125,0001,0,2/7/2011,1363,1,3,41,15,0,0,86.97
056724,0001,0,4/1/2009,2040,1,1,28,22,0,2,34.38
056942,0001,0,7/16/2008,2299,1,2,67,70,0,0,19.54
056972,0001,0,3/27/2012,949,1,2,45,32,0,0,66.07
057264,0001,0,4/3/2012,942,1,1,16,3,1,0,49.76
057286,0001,0,3/15/2013,596,1,2,54,7,1,0,41.27
057347,0001,0,7/29/2007,2652,1,4,58,0,5,0,93.56
057510,0001,0,3/7/2011,1335,1,3,46,19,0,8,20.78
057652,0001,1,1/29/2011,1372,1,1,27,20,0,25,54.37
057923,0001,1,10/11/2012,751,1,1,25,33,0,0,53.28
058041,0001,0,4/3/2007,2769,1,2,66,17,1,0,62.37
058161,0001,0,11/2/2011,1095,1,4,40,26,0,0,5.24
058364,0001,0,10/20/2011,1108,1,1,21,50,0,0,0.00
058467,0001,1,6/30/2011,1220,1,4,71,0,6,0,33.46
058583,0001,0,4/23/2007,2749,1,1,38,18,2,0,72.19
058829,0001,0,3/21/2009,2051,1,3,57,16,0,15,51.46
058909,0001,0,1/28/2011,1373,1,4,23,64,1,0,73.39
058961,0001,1,6/10/2009,1970,1,3,20,12,1,15,41.77
059030,0001,1,4/12/2011,1299,1,1,21,8,0,2,42.83
059506,0001,0,3/26/2012,950,1,1,18,3,1,0,61.96
059845,0001,1,5/20/2010,1626,1,3,44,11,1,0,128.43
059853,0001,0,2/7/2013,632,1,2,22,28,0,0,26.51
060180,0001,0,5/23/2002,4545,1,1,44,8,7,0,111.32
060266,0001,0,1/8/2011,1393,1,2,19,118,19,38,165.43
060449,0001,0,3/5/2013,606,1,4,34,12,0,0,35.98
061220,0001,0,4/28/2011,1283,1,4,48,0,5,0,33.96
061407,0001,0,4/5/2007,2767,1,3,40,80,0,50,233.92
061511,0001,0,12/4/2007,2524,1,3,51,64,3,35,93.96
061701,0001,0,3/10/2012,966,1,1,23,15,1,0,2.67
061964,0001,0,1/28/2013,642,1,1,26,13,2,0,104.65
062061,0001,0,3/30/2011,1312,1,1,23,6,0,0,0.00
062767,0001,0,5/16/2008,2360,1,4,49,24,2,5,97.46
062864,0001,0,4/28/2013,552,1,1,31,14,0,0,90.58
062913,0001,0,9/1/2010,1522,1,4,46,35,15,10,132.86
063575,0001,0,5/23/2011,1258,1,4,57,0,31,0,152.99
063754,0001,0,5/20/2012,895,1,1,15,8,0,0,10.03
063916,0001,0,5/31/2009,1980,1,1,38,11,16,40,324.31
063952,0001,0,5/19/2008,2357,1,1,36,46,0,5,217.26
064248,0001,0,3/27/2009,2045,1,1,50,72,5,55,189.76
064382,0001,1,2/28/2013,611,1,1,20,5,0,10,50.96
064558,0001,0,7/19/2008,2296,1,3,54,36,0,30,123.06
065487,0001,0,4/4/2008,2402,1,1,47,57,15,52,121.59
065744,0001,0,3/3/2011,1339,1,1,21,79,2,0,103.20
065860,0001,0,4/9/2012,936,1,1,21,39,1,12,198.33
066201,0001,0,12/8/2010,1424,1,1,35,18,0,0,69.99
066336,0001,0,5/21/2011,1260,1,2,37,25,0,0,36.56
066626,0001,0,2/20/2012,985,1,2,40,53,1,5,63.47
067149,0001,0,5/16/2012,899,1,4,47,8,7,5,28.82
067260,0001,0,8/31/2008,2253,1,4,32,98,0,30,150.65
067294,0001,0,5/17/2009,1994,1,4,25,38,12,10,60.34
067663,0001,0,8/15/2007,2635,1,1,63,9,0,0,84.90
067698,0001,0,10/23/2008,2200,1,2,63,44,0,8,90.63
067738,0001,0,3/21/2011,1321,1,3,49,19,0,5,2.86
068197,0001,0,4/13/2012,932,1,1,22,70,0,2,351.39
068727,0001,1,5/14/2012,901,1,1,29,5,0,0,2.39
069063,0001,1,5/18/2011,1263,1,1,21,10,0,15,2.39
069315,0001,0,2/8/2009,2092,1,3,18,225,1,0,20.75
069856,0001,0,6/14/2007,2697,1,1,22,21,0,8,128.76
069881,0001,1,4/28/2009,2013,1,2,31,9,0,0,6.99
069945,0001,0,5/21/2011,1260,1,1,22,42,0,16,92.90
070874,0001,0,10/20/2009,1838,1,1,24,73,3,20,441.40
071034,0001,0,7/14/2008,2301,1,4,42,104,28,33,245.38
071115,0001,0,2/2/2011,1368,1,1,46,51,1,12,58.88
071274,0001,0,4/18/2007,2754,1,3,53,14,2,30,48.98
071475,0001,0,3/3/2013,608,1,2,50,8,0,0,2.39
071888,0001,0,7/3/2007,2678,1,3,23,9,0,0,0.00
072210,0001,0,5/3/2010,1643,1,1,37,40,0,18,85.56
072683,0001,0,2/4/2013,635,1,1,39,6,0,0,1.54
072727,0001,0,3/2/2011,1340,1,2,22,118,1,0,134.55
072806,0001,0,11/4/2010,1458,1,1,27,17,2,11,63.90
073013,0001,0,4/5/2011,1306,1,2,33,74,5,82,174.85
073092,0001,0,3/14/2013,597,1,2,24,24,0,25,152.89
073191,0001,1,3/9/2013,602,1,1,18,12,0,0,0.44
073652,0001,0,3/6/2012,970,1,1,21,9,1,0,8.99
074359,0001,0,4/23/2008,2383,1,3,22,25,0,15,108.10
074761,0001,0,3/30/2007,2773,1,3,39,20,0,8,39.97
075356,0001,0,2/17/2011,1353,1,3,35,31,0,10,220.93
076095,0001,0,3/10/2010,1697,1,1,17,175,10,115,26.34
076215,0001,0,3/19/2012,957,1,1,46,61,2,0,74.13
076919,0001,0,4/23/2008,2383,1,1,58,17,10,38,141.35
077123,0001,1,1/14/2008,2483,1,3,34,42,0,0,126.43
077316,0001,0,3/17/2007,2786,1,4,45,58,7,5,399.33
077911,0001,0,2/28/2010,1707,1,2,28,4,1,8,0.00
078265,0001,0,3/29/2013,582,1,3,25,8,1,0,92.37
078310,0001,0,9/27/2007,2592,1,2,20,67,0,0,62.19
078323,0001,0,5/31/2008,2345,1,4,30,0,28,0,33.99
078335,0001,0,1/12/2002,4676,1,3,29,97,7,20,173.32
078934,0001,1,10/13/2011,1115,1,4,29,119,48,18,10.18
079042,0001,0,5/17/2008,2359,1,2,31,3,0,0,57.48
079356,0001,0,10/31/2011,1097,1,2,27,5,0,0,46.27
079397,0001,0,2/14/2012,991,1,1,59,10,2,0,17.10
079473,0001,0,4/8/2007,2764,1,3,33,35,1,0,0.00
079639,0001,0,11/7/2012,724,1,1,25,69,0,10,84.53
080446,0001,0,2/15/2012,990,1,1,16,17,2,0,10.09
080746,0001,0,3/29/2011,1313,1,1,30,86,0,19,113.42
080760,0001,0,6/2/2011,1248,1,4,33,73,3,30,135.75
081640,0001,0,12/5/2011,1062,1,4,54,4,35,0,39.94
081693,0001,0,3/22/2007,2781,1,1,24,30,15,30,109.61
081863,0001,0,12/8/2011,1059,1,2,53,26,0,0,101.58
082142,0001,0,4/28/2007,2744,1,3,55,46,0,1,184.95
082800,0001,0,2/11/2012,994,1,1,41,16,0,0,52.49
082818,0001,0,11/6/2012,725,1,2,19,30,0,55,20.46
083247,0001,0,12/9/2012,692,1,1,23,13,5,45,97.09
083253,0001,0,2/27/2011,1343,1,1,49,15,0,0,19.19
083257,0001,0,3/26/2009,2046,1,1,31,164,3,55,224.37
083854,0001,0,7/24/2012,830,1,2,57,38,2,20,161.49
084608,0001,0,1/31/2010,1735,1,3,51,52,0,8,172.70
085293,0001,1,8/27/2007,2623,1,1,24,6,0,0,27.18
085609,0001,1,4/5/2013,575,1,3,25,15,0,0,49.28
085665,0001,1,3/26/2009,2046,1,3,31,15,0,0,115.99
085771,0001,0,4/29/2009,2012,1,4,22,2,7,0,34.36
086360,0001,0,4/9/2013,571,1,2,23,4,1,0,178.37
086362,0001,0,12/24/2011,1043,1,4,23,6,1,0,41.23
086523,0001,0,4/22/2009,2019,1,4,17,58,6,32,205.02
087248,0001,0,5/22/2011,1259,1,2,41,4,0,8,26.21
087599,0001,0,3/15/2009,2057,1,2,56,53,0,8,141.27
087666,0001,0,3/20/2007,2783,1,4,46,5,0,0,84.64
087976,0001,1,3/6/2010,1701,1,1,31,26,8,5,47.99
088143,0001,0,2/11/2009,2089,1,4,38,7,2,0,225.96
088988,0001,0,7/1/2007,2680,1,4,43,0,2,0,17.98
089249,0001,0,3/20/2006,3148,1,4,34,48,9,12,213.65
089313,0001,0,4/9/2011,1302,1,1,43,8,0,0,44.78
089639,0001,0,1/25/2008,2472,1,2,58,127,2,47,1383.81
089731,0001,0,1/2/2010,1764,1,3,35,19,1,0,164.97
089929,0001,0,5/24/2008,2352,1,2,61,22,0,0,160.13
090371,0001,0,4/11/2013,569,1,1,20,10,0,0,31.58
090460,0001,1,1/11/2012,1025,1,1,26,14,1,0,34.99
090736,0001,0,2/12/2011,1358,1,4,25,2,70,20,220.10
091113,0001,1,7/8/2000,5229,1,2,26,6,1,0,13.28
091342,0001,0,3/23/2011,1319,1,1,20,5,0,5,4.79
091381,0001,0,7/28/2008,2287,1,2,24,39,0,20,91.03
091704,0001,0,5/6/2011,1275,1,1,20,52,2,38,130.44
091734,0001,0,11/27/2012,704,1,1,41,32,0,0,9.42
091970,0001,0,3/16/2012,960,1,1,41,57,0,40,53.25
092176,0001,0,4/28/2008,2378,1,4,45,21,0,0,15.99
092450,0001,0,3/17/2012,959,1,1,16,11,1,0,33.57
092966,0001,0,2/29/2012,976,1,1,39,24,0,2,33.99
092985,0001,0,3/9/2007,2794,1,2,29,13,0,0,60.77
093330,0001,0,2/24/2008,2442,1,1,27,97,0,0,9.02
094334,0001,0,4/16/2007,2756,1,2,60,32,0,0,201.57
094887,0001,1,4/22/2009,2019,1,4,25,3,16,10,66.97
094931,0001,0,4/19/2011,1292,1,3,33,7,0,0,42.85
095117,0001,1,2/21/2010,1714,1,2,64,36,0,0,2.99
095247,0001,0,3/11/2012,965,1,4,24,0,19,35,87.13
095322,0001,0,4/13/2001,4950,1,1,49,25,2,4,5.58
095393,0001,0,3/28/2007,2775,1,4,66,26,0,15,102.74
095568,0001,1,12/24/2010,1408,1,4,29,15,47,35,95.52
095696,0001,0,3/27/2007,2776,1,4,61,23,1,0,204.19
095873,0001,1,1/23/2011,1378,1,1,42,23,0,0,78.37
095932,0001,0,7/1/2012,853,1,1,45,42,3,18,10.86
096291,0001,0,4/19/2004,3848,1,4,27,5,9,20,115.21
096490,0001,0,2/22/2007,2809,1,1,68,52,3,3,0.47
096677,0001,1,4/5/2008,2401,1,1,25,30,0,20,57.77
097012,0001,1,4/14/2013,566,1,2,49,3,0,0,2.39
097145,0001,0,6/5/2007,2706,1,2,40,5,0,0,65.98
097619,0001,0,4/10/2006,3127,1,2,29,6,0,0,26.38
097640,0001,1,1/31/2010,1735,1,3,53,56,0,15,3.99
098295,0001,0,,41944,1,4,28,65,0,25,118.38
098711,0001,0,5/2/2008,2374,1,4,23,13,5,0,156.85
099058,0001,0,3/18/2011,1324,1,3,46,22,1,15,76.18
099618,0001,0,1/7/2010,1759,1,1,29,14,0,8,0.00
099780,0001,0,7/20/2007,2661,1,3,34,45,0,0,50.49
099869,0001,0,6/6/2012,878,1,1,26,12,0,0,40.39
099875,0001,0,10/31/2009,1827,1,1,29,5,7,25,0.00
099900,0001,0,2/8/2009,2092,1,3,45,21,0,0,0.00
100087,0001,0,11/4/2010,1458,1,4,54,36,0,0,137.39
101032,0001,0,4/25/2009,2016,1,4,22,102,7,35,347.83
101185,0001,0,7/3/2010,1582,1,4,42,39,22,2,166.27
101287,0001,0,6/5/2011,1245,1,1,53,53,0,7,52.41
101414,0001,1,3/23/2012,953,1,1,27,11,0,0,6.38
101546,0001,1,3/22/2012,954,1,2,28,40,0,2,53.99
101736,0001,0,2/27/2012,978,1,1,23,22,1,0,63.18
101889,0001,0,7/21/2002,4486,1,1,43,96,1,272,2.64
102187,0001,0,5/30/2010,1616,1,1,48,34,0,40,14.83
102500,0001,0,12/17/2005,3241,1,1,31,20,0,10,17.87
102778,0001,0,3/25/2007,2778,1,1,46,44,0,60,111.98
102818,0001,0,12/17/2012,684,1,1,23,43,9,72,29.37
103009,0001,0,1/18/2012,1018,1,4,40,19,36,9,232.29
103801,0001,0,1/28/2011,1373,1,4,27,18,1,0,10.17
104962,0001,1,2/25/2013,614,1,1,17,14,0,0,44.38
105511,0001,0,10/14/2010,1479,1,2,35,22,0,0,96.38
106231,0001,0,4/21/2011,1290,1,4,19,0,9,0,85.54
106251,0001,0,3/22/2013,589,1,4,41,0,11,0,56.08
106710,0001,0,4/22/2009,2019,1,1,34,35,0,20,2.29
106871,0001,0,6/27/2011,1223,1,4,28,5,10,0,99.25
107159,0001,0,6/3/2010,1612,1,1,24,72,22,58,114.38
000036,0002,1,5/27/2011,1254,1,1,35,44,0,0,88.81
000200,0002,0,10/15/2012,747,1,1,19,5,0,0,0.00
000226,0002,0,5/25/2008,2351,1,1,48,49,0,38,12.78
000374,0002,0,2/20/2012,985,1,1,16,32,0,0,4.79
000415,0002,0,2/16/2013,623,1,1,28,20,0,0,22.77
000425,0002,0,3/30/2006,3138,1,1,23,16,0,0,43.99
000701,0002,0,4/13/2011,1298,1,1,23,237,2,8,75.57
000732,0002,0,3/15/2002,4614,1,1,52,14,3,5,69.98
000902,0002,0,4/14/2006,3123,1,2,43,36,0,0,184.86
001298,0002,0,7/24/2010,1561,1,2,27,6,1,8,21.72
001530,0002,0,3/16/2003,4248,1,1,34,17,0,0,0.00
001669,0002,0,2/13/2005,3548,1,2,40,57,0,0,7.43
002141,0002,0,10/26/2012,736,1,1,22,1,0,0,2.39
002150,0002,0,9/5/2003,4075,1,1,46,10,1,15,17.12
002453,0002,0,10/4/2011,1124,1,1,25,72,0,10,81.11
002507,0002,0,9/13/2002,4432,1,2,27,24,0,0,0.99
002643,0002,0,4/17/2012,928,1,2,39,27,2,0,43.48
002807,0002,0,4/3/2013,577,1,1,27,7,0,0,2.39
002833,0002,0,3/16/2007,2787,1,2,27,62,2,42,89.00
002948,0002,0,3/26/2008,2411,1,1,25,67,1,52,156.44
003067,0002,0,7/27/2006,3019,1,2,39,56,3,0,213.76
003308,0002,0,1/24/2012,1012,1,1,20,11,1,0,15.43
003322,0002,0,4/7/2011,1304,1,1,16,31,0,15,76.97
003329,0002,0,8/31/2003,4080,1,2,25,237,1,13,144.31
003503,0002,0,8/18/2006,2997,1,4,49,211,3,0,1190.89
003758,0002,0,3/26/2003,4238,1,2,26,105,14,73,23.84
003944,0002,0,6/22/2011,1228,1,4,31,0,7,0,13.48
003949,0002,0,1/27/2012,1009,1,2,20,28,1,0,35.00
003951,0002,0,1/18/2011,1383,1,1,21,59,2,2,55.14
003979,0002,0,9/26/2010,1497,1,1,21,41,0,0,28.78
003998,0002,0,5/17/2004,3820,1,1,39,41,2,52,177.37
004048,0002,0,10/20/2007,2569,1,1,29,16,0,28,69.97
004524,0002,0,1/18/2011,1383,1,4,41,53,0,20,361.45
004552,0002,0,3/9/2013,602,1,1,17,14,0,0,0.00
004601,0002,1,4/16/2009,2025,1,2,22,31,2,22,153.20
004700,0002,0,12/10/2012,691,1,1,22,39,0,0,27.82
004796,0002,0,9/25/2006,2959,1,4,25,157,0,8,275.85
004917,0002,0,3/12/2010,1695,1,1,26,4,1,0,15.77
005219,0002,0,1/27/2012,1009,1,1,27,54,2,0,66.98
005256,0002,0,12/11/2002,4343,1,4,52,112,0,15,417.24
005276,0002,0,1/16/2012,1020,1,2,22,58,2,0,84.66
005283,0002,0,4/7/2012,938,1,1,37,36,0,0,67.75
005334,0002,0,4/29/2012,916,1,1,17,43,2,8,135.08
005875,0002,0,2/8/2002,4649,1,1,33,15,2,15,19.58
005876,0002,0,3/19/2011,1323,1,4,22,0,5,0,56.98
005972,0002,1,5/8/2012,907,1,3,33,6,0,10,33.11
006109,0002,0,1/30/2002,4658,1,1,27,57,1,12,40.02
006172,0002,0,,41944,1,1,63,31,0,0,121.88
006192,0002,0,6/21/2009,1959,1,3,19,73,6,0,415.40
006501,0002,0,3/28/2013,583,1,2,19,32,0,0,59.99
006549,0002,0,6/15/2009,1965,1,1,20,23,1,0,115.83
006574,0002,0,4/21/2008,2385,1,4,44,22,0,0,39.99
006732,0002,0,6/15/2003,4157,1,2,27,49,0,52,77.97
006817,0002,0,11/20/2012,711,1,2,29,40,1,0,52.94
006837,0002,0,3/7/2004,3891,1,4,23,3,4,2,24.40
007080,0002,1,4/6/2010,1670,1,4,32,15,0,0,68.42
007104,0002,0,4/5/2004,3862,1,1,54,17,0,0,61.96
007180,0002,0,9/7/2011,1151,1,3,21,74,0,8,81.92
007195,0002,1,11/18/2011,1079,1,2,32,125,0,1,44.91
007325,0002,0,2/4/2013,635,1,1,21,13,1,0,6.98
007397,0002,0,3/8/2012,968,1,1,32,42,0,0,56.94
007425,0002,0,3/3/2007,2800,1,2,23,22,9,60,43.90
007916,0002,0,8/3/2004,3742,1,1,39,44,0,2,28.47
007981,0002,0,1/10/2002,4678,1,1,48,17,1,15,118.97
008036,0002,0,7/25/2007,2656,1,4,54,4,0,0,24.79
008104,0002,0,5/16/2011,1265,1,4,41,60,1,15,425.76
008171,0002,0,2/10/2007,2821,1,2,26,51,3,8,173.67
008208,0002,0,12/31/2012,670,1,1,50,30,10,8,150.96
008306,0002,0,6/19/2002,4518,1,1,33,76,0,8,50.72
008327,0002,0,12/10/2004,3613,1,2,23,37,0,0,478.96
008422,0002,0,3/21/2012,955,1,1,75,33,0,0,247.71
008647,0002,0,8/18/2002,4458,1,4,57,41,0,0,178.85
008729,0002,0,4/2/2011,1309,1,2,23,78,0,5,148.53
008992,0002,0,5/16/2002,4552,1,3,53,109,0,60,446.53
009231,0002,0,4/5/2006,3132,1,1,24,9,11,45,136.46
009241,0002,0,2/17/2002,4640,1,3,42,209,0,25,91.97
009370,0002,0,6/21/2008,2324,1,1,27,21,0,8,44.99
009412,0002,1,6/3/2010,1612,1,4,37,0,21,0,34.99
009682,0002,0,4/1/2007,2771,1,3,27,118,20,65,138.33
009755,0002,0,11/3/2011,1094,1,1,20,46,0,0,69.73
010035,0002,0,6/15/2002,4522,1,4,53,0,11,0,301.85
010045,0002,0,2/12/2006,3184,1,1,33,20,0,5,54.36
010160,0002,0,3/2/2012,974,1,1,21,39,0,0,81.72
010240,0002,0,5/8/2002,4560,1,1,41,71,0,2,197.80
010361,0002,1,3/13/2008,2424,1,4,54,64,0,0,0.55
010557,0002,0,3/31/2006,3137,1,4,21,22,0,0,66.01
010613,0002,0,5/18/2003,4185,1,4,26,109,96,198,419.10
010802,0002,1,3/24/2012,952,1,1,16,8,0,0,0.44
010935,0002,0,1/23/2002,4665,1,2,45,61,0,72,203.08
011031,0002,0,2/6/2002,4651,1,1,26,8,0,5,12.38
011296,0002,0,1/22/2010,1744,1,1,20,31,1,12,89.28
011329,0002,0,4/24/2008,2382,1,3,50,7,0,0,54.37
011452,0002,1,7/31/2009,1919,1,3,32,88,2,15,0.91
011556,0002,0,4/19/2008,2387,1,4,22,5,0,0,39.99
011760,0002,0,3/18/2012,958,1,1,41,12,1,8,4.21
011881,0002,0,6/27/2004,3779,1,1,29,122,4,5,136.57
011915,0002,1,7/10/2010,1575,1,2,27,47,4,40,62.02
011982,0002,0,3/5/2008,2432,1,3,23,102,13,90,214.44
012054,0002,0,4/2/2012,943,1,1,50,49,0,52,132.94
012063,0002,0,4/22/2012,923,1,4,42,25,1,0,218.98
012098,0002,1,4/6/2008,2400,1,1,42,2,0,0,0.44
012312,0002,0,2/7/2002,4650,1,1,27,3,7,30,233.36
012350,0002,0,2/18/2012,987,1,1,32,90,0,1,7.98
012496,0002,0,10/9/2009,1849,1,4,39,7,54,32,86.87
012894,0002,0,4/3/2002,4595,1,4,28,105,7,15,308.18
012914,0002,0,12/20/2001,4699,1,2,30,11,1,0,5.59
013044,0002,0,4/21/2007,2751,1,1,52,41,0,0,76.58
013195,0002,0,5/14/2009,1997,1,1,28,6,0,0,7.76
013243,0002,0,3/23/2011,1319,1,1,53,3,3,0,2.69
013490,0002,0,4/5/2008,2401,1,4,23,88,11,5,218.08
013663,0002,0,12/3/2012,698,1,1,47,46,0,42,59.99
013837,0002,0,2/13/2010,1722,1,4,22,49,0,8,245.97
014139,0002,0,12/26/2001,4693,1,1,26,13,12,5,39.39
014367,0002,1,1/20/2009,2111,1,2,25,123,1,40,31.53
014556,0002,0,5/21/2012,894,1,1,22,4,1,0,5.88
014567,0002,0,2/4/2005,3557,1,1,22,153,26,83,60.43
014606,0002,0,8/2/2002,4474,1,2,29,17,0,0,154.07
014662,0002,0,3/2/2003,4262,1,4,39,9,0,8,43.16
015066,0002,0,7/3/2010,1582,1,4,23,32,6,0,157.68
015320,0002,0,8/18/2012,805,1,1,18,57,2,10,60.65
015442,0002,1,7/23/2011,1197,1,1,50,41,3,0,29.31
015482,0002,0,3/14/2007,2789,1,4,37,335,4,0,593.99
015567,0002,0,1/12/2012,1024,1,1,29,48,14,40,191.46
015575,0002,0,3/20/2011,1322,1,3,49,52,1,140,179.90
015597,0002,0,2/6/2012,999,1,1,37,70,0,8,87.41
015674,0002,1,5/21/2012,894,1,1,33,53,4,18,66.22
015729,0002,1,5/20/2012,895,1,3,32,16,0,0,52.88
015864,0002,1,4/24/2005,3478,1,2,47,6,0,5,67.98
016041,0002,0,2/5/2003,4287,1,3,49,43,0,30,22.37
016382,0002,0,3/27/2013,584,1,1,26,23,0,25,97.19
016766,0002,0,2/18/2012,987,1,4,24,72,1,0,426.91
016911,0002,0,2/24/2013,615,1,1,23,14,1,5,11.78
017018,0002,1,1/27/2013,643,1,1,24,11,0,2,14.98
017250,0002,0,4/10/2011,1301,1,1,25,9,1,0,30.61
017371,0002,0,3/3/2012,973,1,1,30,44,0,0,27.86
017663,0002,1,9/5/2004,3709,1,4,27,12,0,0,79.47
017689,0002,0,3/17/2002,4612,1,2,67,53,1,85,224.11
017753,0002,0,5/3/2002,4565,1,2,44,114,0,52,184.58
017789,0002,0,3/30/2007,2773,1,1,43,21,1,0,45.74
017794,0002,0,6/22/2002,4515,1,4,39,37,2,22,3.93
017928,0002,0,4/5/2011,1306,1,2,23,15,3,5,21.37
017948,0002,0,5/25/2011,1256,1,1,29,29,6,42,136.33
018379,0002,0,2/19/2012,986,1,1,19,34,1,10,73.12
018519,0002,0,3/14/2011,1328,1,1,16,79,2,0,146.41
018569,0002,0,3/29/2005,3504,1,2,35,12,0,20,75.97
018629,0002,0,5/13/2003,4190,1,2,32,30,2,22,5.34
018759,0002,0,1/7/2002,4681,1,2,26,9,1,0,77.66
018861,0002,0,4/14/2004,3853,1,1,45,88,0,10,6.93
018878,0002,0,2/28/2011,1342,1,1,25,8,1,0,11.78
019070,0002,0,1/21/2002,4667,1,2,29,7,6,40,65.15
019196,0002,0,3/11/2009,2061,1,3,24,77,25,216,221.29
019257,0002,0,4/19/2010,1657,1,1,45,21,0,0,46.98
019258,0002,0,4/29/2011,1282,1,2,20,19,4,0,97.96
019464,0002,0,5/11/2003,4192,1,4,31,31,5,0,88.05
019597,0002,0,3/27/2013,584,1,4,20,0,1,0,0.00
019706,0002,0,3/29/2010,1678,1,2,30,63,3,0,21.88
019773,0002,0,4/5/2008,2401,1,1,21,11,1,10,19.44
020120,0002,0,3/29/2011,1313,1,1,31,114,7,43,76.69
020248,0002,0,3/27/2006,3141,1,4,40,5,8,0,17.61
020491,0002,0,12/10/2009,1787,1,1,17,61,0,0,33.36
020535,0002,0,3/14/2007,2789,1,1,34,31,3,2,19.10
020546,0002,0,6/6/2008,2339,1,1,24,13,2,8,31.28
020602,0002,0,3/14/2013,597,1,2,21,13,0,0,44.53
020616,0002,0,3/24/2002,4605,1,1,54,0,20,10,165.95
020848,0002,0,1/21/2011,1380,1,1,19,28,0,0,2.69
021012,0002,0,4/20/2007,2752,1,1,30,10,1,5,63.26
021040,0002,0,2/16/2007,2815,1,4,24,16,18,10,59.78
021062,0002,1,8/17/2012,806,1,1,50,16,1,0,61.66
021241,0002,0,12/27/2007,2501,1,2,25,13,0,8,101.98
021711,0002,0,3/23/2006,3145,1,4,28,167,8,8,311.73
021836,0002,0,6/6/2007,2705,1,3,37,41,0,15,103.07
022138,0002,0,4/1/2007,2771,1,1,21,4,0,5,15.97
022469,0002,0,3/6/2002,4623,1,2,30,208,0,211,320.82
022518,0002,0,1/11/2008,2486,1,2,24,24,0,42,120.10
022773,0002,0,4/11/2002,4587,1,1,32,28,2,42,116.56
022791,0002,0,2/21/2009,2079,1,1,54,16,3,0,178.33
022828,0002,0,11/17/2011,1080,1,2,26,81,1,0,180.25
023845,0002,0,2/11/2013,628,1,1,18,45,0,0,5.99
023848,0002,0,2/12/2009,2088,1,3,24,5,1,0,14.20
023879,0002,0,1/20/2012,1016,1,2,27,80,43,350,96.61
023915,0002,1,6/14/2011,1236,1,1,31,5,0,0,0.00
023957,0002,0,2/1/2004,3926,1,2,21,192,34,168,347.36
024168,0002,0,3/16/2012,960,1,1,27,7,0,0,0.00
024244,0002,0,1/8/2007,2854,1,4,64,21,0,0,102.37
024248,0002,0,1/16/2006,3211,1,2,26,21,2,0,107.37
024705,0002,1,3/13/2013,598,1,1,29,11,0,0,2.39
024907,0002,0,5/18/2008,2358,1,1,28,20,0,2,4.79
025050,0002,0,5/19/2010,1627,1,4,57,0,21,0,287.12
025098,0002,0,1/28/2005,3564,1,1,27,2,3,0,6.14
025160,0002,1,3/23/2002,4606,1,2,57,28,0,0,82.98
025180,0002,0,4/10/2006,3127,1,1,21,80,28,145,217.76
025207,0002,0,1/10/2002,4678,1,1,48,60,4,58,366.14
025222,0002,0,3/31/2010,1676,1,1,23,106,7,82,281.78
025276,0002,0,11/21/2006,2902,1,1,40,26,0,3,99.63
025568,0002,0,5/18/2006,3089,1,1,21,26,0,0,24.38
025732,0002,0,3/26/2012,950,1,1,34,14,0,2,31.58
